Unnamed: 0,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cat_predicted_aspects,negative_score,positive_score,neutral_score,predicted_label
34,User_28,,"Horrible, bunch of thieves. The fare you see when booking versus the fare you pay is completely different. The drivers make unrequested stops, drive slow, and extend the trip themselves, then the fare increases. I hate using Uber. They are very skelm. The drivers stop to top up on their fuel, and you are charged for the additional time he spent doing that. When I report it with evidence, I am told the trip is not eligible for a discount, and the fare is correct. Pissed off!!!!!",1,0,4.556.10005,2024-12-18 16:09:54,,,4.556.10005,uber,0.9366869926452637,0.008933800272643566,0.05437922850251198,negative
35,User_29,,Superb,5,0,4.556.10005,2024-12-18 16:08:21,,,4.556.10005,navigation,0.0010020321933552623,0.002956142881885171,0.9960417747497559,neutral
36,User_30,,Good service,5,0,4.556.10005,2024-12-18 16:07:45,,,4.556.10005,service,0.0005498403334058821,0.9989950060844421,0.0004551019810605794,positive
37,User_31,,Very helpful,5,0,4.555.10003,2024-12-18 15:56:03,,,4.555.10003,uber,0.0009550718241371214,0.0027166251093149185,0.9963282942771912,neutral
38,User_32,,User friendly. The most important thing is Uber doesn't mess up the map.,4,0,4.550.10001,2024-12-18 15:52:12,,,4.550.10001,uber,0.002215511864051223,0.0015876522520557046,0.9961968660354614,neutral
39,User_33,,Superb,5,0,4.556.10005,2024-12-18 15:51:20,,,4.556.10005,navigation,0.0010020321933552623,0.002956142881885171,0.9960417747497559,neutral
40,User_34,,Safe app,5,0,4.552.10000,2024-12-18 15:50:35,,,4.552.10000,app,0.005547428037971258,0.002111687557771802,0.9923409223556519,neutral
41,User_35,,Waiting time is too much,1,0,,2024-12-18 15:47:26,,,,wait,0.004337316378951073,0.0012349514290690422,0.9944278001785278,neutral
42,User_36,,Amazing,5,0,4.556.10005,2024-12-18 15:41:01,,,4.556.10005,uber,0.0008153091766871512,0.998019814491272,0.0011648436775431037,positive
43,User_37,,Very good. Especially when no phone number in another country. Gmail also did fine.,5,0,4.556.10005,2024-12-18 15:33:19,,,4.556.10005,uber,0.0006582639180123806,0.9987350106239319,0.0006067740614525974,positive
44,User_38,,Amazing Facilities ✌🏻,4,0,4.556.10005,2024-12-18 15:30:24,,,4.556.10005,uber,0.0017057122895494103,0.9864843487739563,0.011809875257313251,positive
45,User_39,,Number one app,5,0,4.556.10005,2024-12-18 15:29:12,,,4.556.10005,customer,0.00115171167999506,0.0017349469708278775,0.9971133470535278,neutral
46,User_39,,Number one app,5,0,4.556.10005,2024-12-18 15:29:12,,,4.556.10005,app,0.0021258769556879997,0.002887117210775614,0.9949870109558105,neutral
47,User_40,,Good price Easy to use application,5,0,4.556.10005,2024-12-18 15:26:32,,,4.556.10005,fare,0.0005190868396311998,0.9989148378372192,0.0005660878377966583,positive
48,User_40,,Good price Easy to use application,5,0,4.556.10005,2024-12-18 15:26:32,,,4.556.10005,app,0.0005066064768470824,0.998943030834198,0.0005503604770638049,positive
49,User_41,,Very gud,5,0,4.556.10005,2024-12-18 15:20:24,,,4.556.10005,uber,0.0009735551429912448,0.003048179903998971,0.9959782361984253,neutral
50,User_42,,Good,5,0,4.556.10005,2024-12-18 15:19:10,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
51,User_43,,Good app for riding!!,5,0,,2024-12-18 15:16:41,,,,experience,0.0005539957783184946,0.9989815354347229,0.0004643971915356815,positive
52,User_43,,Good app for riding!!,5,0,,2024-12-18 15:16:41,,,,app,0.0005616784328594804,0.9989890456199646,0.0004493549349717796,positive
53,User_44,,Good,5,0,,2024-12-18 15:13:24,,,,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
54,User_45,,Fix your gps it's glitching. And it's annoying.,3,0,4.556.10005,2024-12-18 15:10:58,,,4.556.10005,uber,0.9768847227096558,0.0033875012304633856,0.019727785140275955,negative
55,User_46,,Very good,5,0,4.556.10005,2024-12-18 15:07:15,,,4.556.10005,uber,0.0005499038379639387,0.9989873766899109,0.0004626167647074908,positive
56,User_47,,One of the most convenient user friendly logistics app hats off to the idea,5,0,4.556.10005,2024-12-18 15:01:32,,,4.556.10005,uber,0.002641104394569993,0.02750924974679947,0.9698496460914612,neutral
57,User_48,,Satisfly ( Good),5,0,4.556.10005,2024-12-18 15:00:50,,,4.556.10005,uber,0.0005026269354857504,0.9989421963691711,0.0005551390931941569,positive
58,User_49,,"Met with a potentially fatal accident due to Uber bike driver while I was a pillion on the very ride. The bike driver was likely drunk or on drugs. I have been on months of bed rest with post accident conditions lasting up until now ... entering year 2025 and still grappling with th post accident mental and physical trauma. And yes, not forgetting to mention, the bike driver ran from the spot after ramming the speeding vehicle and leaving me wounded and unconscious. This was in Punjab, India.",1,0,4.526.10000,2024-12-18 15:00:30,,,4.526.10000,uber,0.7913843989372253,0.024163946509361267,0.184451624751091,negative
59,User_50,,Super,5,0,4.556.10005,2024-12-18 15:00:01,,,4.556.10005,uber,0.0007539339130744338,0.0027610640972852707,0.9964849948883057,neutral
60,User_51,,Efficience and seamless,5,0,4.556.10005,2024-12-18 14:56:02,,,4.556.10005,navigation,0.001430322416126728,0.001720982021652162,0.9968486428260803,neutral
61,User_52,,This ap is so good,5,0,4.556.10005,2024-12-18 14:52:26,,,4.556.10005,uber,0.0005664105992764235,0.9989098310470581,0.0005237138248048723,positive
62,User_53,,great experience,5,0,4.556.10005,2024-12-18 14:43:05,,,4.556.10005,experience,0.0005952745559625328,0.9989258646965027,0.00047883662045933306,positive
63,User_54,,Best.,5,0,4.556.10005,2024-12-18 14:42:18,,,4.556.10005,uber,0.0007925470126792789,0.998621940612793,0.0005855098715983331,positive
64,User_55,,Asking extra payment for each trips .,1,0,4.556.10005,2024-12-18 14:42:03,,,4.556.10005,payment,0.001333897584117949,0.0016668353928253055,0.9969992637634277,neutral
65,User_56,,Best app for all ride services,5,0,4.556.10005,2024-12-18 14:33:48,,,4.556.10005,ride,0.00097748008556664,0.9979819059371948,0.0010406451765447855,positive
66,User_56,,Best app for all ride services,5,0,4.556.10005,2024-12-18 14:33:48,,,4.556.10005,app,0.001460802974179387,0.9971920847892761,0.0013471107231453061,positive
67,User_56,,Best app for all ride services,5,0,4.556.10005,2024-12-18 14:33:48,,,4.556.10005,service,0.0010058082407340407,0.9979501366615295,0.0010440913029015064,positive
68,User_57,,first time journey by uber and experience well with the drive and the driver too well maintained.,5,0,4.556.10005,2024-12-18 14:33:38,,,4.556.10005,uber,0.0006918722647242248,0.9945845007896423,0.004723665304481983,positive
69,User_58,,Cancellation is very tough,2,0,4.556.10005,2024-12-18 14:32:13,,,4.556.10005,uber,0.02866075560450554,0.017195796594023705,0.9541434645652771,neutral
70,User_59,,Drivers asking extra money always,4,0,,2024-12-18 14:26:43,,,,driver,0.0009580255718901753,0.0019842300098389387,0.9970577955245972,neutral
71,User_60,,"Slab , curse unde soferii sunt la 20-30 mi ute departare iar altii stau in zona sa creasca tariu . Mizerie de aplicatie a devenit",1,0,4.556.10005,2024-12-18 14:26:30,,,4.556.10005,uber,0.001419965410605073,0.003245618660002947,0.9953344464302063,neutral
72,User_61,,Good,5,0,4.556.10005,2024-12-18 14:25:59,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
73,User_62,,Indeed great service and sky high trust. As we left cab we received a call that our one bag has left in his car. He returned it after 15 minutes of traffic. Thanks.,5,0,4.556.10005,2024-12-18 14:25:51,,,4.556.10005,uber,0.0015159423928707838,0.9974396228790283,0.001044483040459454,positive
74,User_63,,Very Nice and easy to book and supportive,5,0,,2024-12-18 14:24:51,,,,booking,0.0005216322606429458,0.998777449131012,0.0007009201217442751,positive
75,User_64,,Good,5,0,,2024-12-18 14:21:52,,,,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
76,User_65,,"I booked uber auto, nice experience",5,0,4.556.10005,2024-12-18 14:20:35,,,4.556.10005,booking,0.0005310080014169216,0.9987766146659851,0.0006923298933543265,positive
77,User_65,,"I booked uber auto, nice experience",5,0,4.556.10005,2024-12-18 14:20:35,,,4.556.10005,uber,0.0005121293943375349,0.9988017082214355,0.0006861472502350807,positive
78,User_65,,"I booked uber auto, nice experience",5,0,4.556.10005,2024-12-18 14:20:35,,,4.556.10005,experience,0.000533290090970695,0.9987934827804565,0.0006731383036822081,positive
79,User_65,,"I booked uber auto, nice experience",5,0,4.556.10005,2024-12-18 14:20:35,,,4.556.10005,car,0.000537596526555717,0.9987401366233826,0.0007223831489682198,positive
80,User_66,,Nice ride,4,0,4.556.10005,2024-12-18 14:16:58,,,4.556.10005,ride,0.0005098937544971704,0.9990217685699463,0.00046842230949550867,positive
81,User_67,,Excellent experience,5,0,4.556.10005,2024-12-18 14:15:24,,,4.556.10005,experience,0.000545841408893466,0.9990044236183167,0.0004497946647461504,positive
82,User_68,,Good app in india,5,0,4.556.10005,2024-12-18 14:07:22,,,4.556.10005,app,0.0006726350984536111,0.9988251328468323,0.0005022294935770333,positive
83,User_69,,المنقذ ♥️!,5,0,4.556.10005,2024-12-18 14:07:06,,,4.556.10005,uber,0.0026938647497445345,0.010852803476154804,0.9864533543586731,neutral
84,User_70,,Rapido is the best app,5,0,4.554.10001,2024-12-18 14:03:50,,,4.554.10001,app,0.004316708538681269,0.9927862286567688,0.00289710215292871,positive
85,User_71,,Rates are actually too high 😔 sometimes I feel like being a regular customer means nothing to Uber all they want is to change high price..,3,0,4.556.10005,2024-12-18 13:56:04,,,4.556.10005,uber,0.07812897115945816,0.01314081996679306,0.908730149269104,neutral
86,User_72,,"Quick pickup from the River Rock casino back to my girl's place in a very nice Tesla by a very good driver. I would reccommend Uber to anybody. Affordable, fast, friendly and legit less than half of what a taxi would cost.",5,0,4.556.10005,2024-12-18 13:51:27,,,4.556.10005,uber,0.0006141411140561104,0.9976288676261902,0.001757061923854053,positive
87,User_73,,Good,5,0,4.556.10005,2024-12-18 13:47:38,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
88,User_74,,Shocking that it goes up so high in price! Should never be as expensive as it offers. Shocking,1,0,4.556.10005,2024-12-18 13:41:42,,,4.556.10005,uber,0.023779865354299545,0.07329119741916656,0.9029289484024048,neutral
89,User_75,,Awesome uber,5,0,4.556.10005,2024-12-18 13:39:42,,,4.556.10005,uber,0.0007271515787579119,0.9986380934715271,0.0006347750313580036,positive
90,User_76,,Use full app,5,0,,2024-12-18 13:32:44,,,,app,0.0009650017600506544,0.0019683686550706625,0.9970666766166687,neutral
91,User_77,,"Better than ola,",5,0,4.555.10003,2024-12-18 13:31:33,,,4.555.10003,uber,0.0008795486646704376,0.9982555508613586,0.0008648830116726458,positive
92,User_78,,I like it,5,0,,2024-12-18 13:29:59,,,,uber,0.0005297954194247723,0.9965799450874329,0.002890298841521144,positive
93,User_79,,Verry good,5,0,4.556.10005,2024-12-18 13:22:16,,,4.556.10005,uber,0.0004956179764121771,0.9990133047103882,0.000491072132717818,positive
94,User_80,,"Does what it promises, but when you add card payment, uber gets shady. I get deducted a random amount during a random day. Sometimes, a huge amount is deducted and credited back to my card, but they always send a few cents short. Happened numerous times already (eg: charges 20.50 and returns 20.05)",2,0,4.554.10001,2024-12-18 13:20:26,,,4.554.10001,uber,0.0020206596236675978,0.0015306092100217938,0.9964487552642822,neutral
95,User_81,,Quick & Easy No Delay,5,0,4.556.10005,2024-12-18 13:16:44,,,4.556.10005,delay,0.0022549822460860014,0.0014471046160906553,0.9962978959083557,neutral
96,User_82,,Very good 👍,5,0,4.556.10005,2024-12-18 13:10:43,,,4.556.10005,uber,0.0005103072617202997,0.9989883303642273,0.000501353875733912,positive
97,User_83,,It is good,5,0,4.556.10005,2024-12-18 13:09:57,,,4.556.10005,uber,0.0005027601146139205,0.9990119934082031,0.00048515043454244733,positive
98,User_84,,timely pick,5,0,4.556.10005,2024-12-18 13:01:57,,,4.556.10005,uber,0.0008342081564478576,0.005087872501462698,0.9940779209136963,neutral
99,User_85,,Affordable price and fast pickup in my locality and polite conversation with passenger,5,0,4.556.10005,2024-12-18 13:01:50,,,4.556.10005,uber,0.0006149699911475182,0.9978251457214355,0.0015599308535456657,positive
100,User_86,,"I have booked ride of rupees 68 and he has taken different route and told 130 but on screen it was 87rupees and my grandparents were travelling and it has not happened one time now it has happened more then 10 times same problem,so I am requesting uber to fix this faster otherwise we have to take some action.",1,0,,2024-12-18 13:01:34,,,,uber,0.9833263754844666,0.001608673483133316,0.015064978040754795,negative
101,User_87,,كانت هذه أول رحلة لي في أوبر وأشعر بالرضا جدآ 💙,5,0,4.556.10005,2024-12-18 12:57:27,,,4.556.10005,uber,0.002181715564802289,0.002752409316599369,0.9950658082962036,neutral
102,User_88,,Super,5,0,4.556.10005,2024-12-18 12:57:22,,,4.556.10005,uber,0.0007539339130744338,0.0027610640972852707,0.9964849948883057,neutral
103,User_89,,Nice,4,0,4.556.10005,2024-12-18 12:56:13,,,4.556.10005,uber,0.0004882768844254315,0.9990411400794983,0.00047052474110387266,positive
104,User_90,,Nice service,5,0,4.556.10005,2024-12-18 12:54:51,,,4.556.10005,service,0.000555154460016638,0.9989489912986755,0.0004958683275617659,positive
105,User_91,,Nice,5,0,,2024-12-18 12:53:33,,,,uber,0.0004882768844254315,0.9990411400794983,0.00047052474110387266,positive
106,User_92,,Auto service is very bad,2,0,,2024-12-18 12:52:43,,,,service,0.9934985637664795,0.0040606544353067875,0.0024408195167779922,negative
107,User_92,,Auto service is very bad,2,0,,2024-12-18 12:52:43,,,,car,0.9912348985671997,0.006403122562915087,0.0023620242718607187,negative
108,User_93,,Exelent,5,0,4.556.10005,2024-12-18 12:47:26,,,4.556.10005,uber,0.000837860512547195,0.002454320900142193,0.9967077970504761,neutral
109,User_94,,Good,5,0,,2024-12-18 12:47:25,,,,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
110,User_95,,It's was okay 👍 he arrived in time,5,0,4.556.10005,2024-12-18 12:46:25,,,4.556.10005,wait,0.044179048389196396,0.021755795925855637,0.9340651035308838,neutral
111,User_96,,Auto Driver accepted my request. And not moving towards me. I have waited for auto around 20 minutes after than i have called auto driver and he said he will come to me but he never moved the vehicle at all towards me and then I canceled the booking. After then I booked bike and auto cancellation charges included in bike ride. I'm very disappointed by Uber and Uber Autorikshaw Drivers. Now I'm using private travels vehicles and I'm happy now.,1,0,4.556.10005,2024-12-18 12:42:57,,,4.556.10005,uber,0.9795073866844177,0.0013668171595782042,0.019125767052173615,negative
112,User_97,,Best,5,0,4.556.10005,2024-12-18 12:42:19,,,4.556.10005,uber,0.0006800556438975036,0.9988000392913818,0.000519897323101759,positive
113,User_98,,"100 cancellation before someone accepts, only to then cancel on you when they're like 2min away. This company became a joke, extremely unreliable. Also some serious creeps using this, it's becoming unsafe especially for female riders. And if you report it..guess what, someone copy and pastes the same response to you and there's no consequences. it's hard to report anything, and there's no way at all to contact a human. I hope they go bust. Use Didi it's better. They also buy 5 star reviews.",1,0,,2024-12-18 12:35:44,,,,uber,0.9852580428123474,0.0099172443151474,0.004824678413569927,negative
114,User_99,,I love that the fairs are so cheap and the drivers are nice,5,0,4.556.10005,2024-12-18 12:34:40,,,4.556.10005,uber,0.0005678577581420541,0.9987189769744873,0.0007131639868021011,positive
115,User_100,,Good 👍👍👍👍 Kis,5,0,4.556.10005,2024-12-18 12:34:29,,,4.556.10005,uber,0.0006060694577172399,0.9988057613372803,0.0005882249097339809,positive
116,User_101,,"Mai ieftin decât Bolt, în cazul în care te și ia cineva, e singura aplicație pe care mi s au anulat curse",2,0,4.556.10005,2024-12-18 12:32:28,,,4.556.10005,uber,0.001224297913722694,0.0031242067925632,0.9956515431404114,neutral
117,User_102,,The driver was on time. Very courteous and well behaved.,5,0,4.556.10005,2024-12-18 12:29:37,,,4.556.10005,driver,0.0013971183216199279,0.005492413882166147,0.9931104183197021,neutral
118,User_103,,Very bad experience Very fraud wala log aur company hai Dikhaye smay Kam Paisa dikhate aur phir jyada paise lete. Koi bhi z uber se trip na karein,1,0,,2024-12-18 12:27:27,,,,uber,0.9948768019676208,0.0019580721855163574,0.0031652036122977734,negative
119,User_104,,Exelent,5,0,4.556.10005,2024-12-18 12:24:15,,,4.556.10005,uber,0.000837860512547195,0.002454320900142193,0.9967077970504761,neutral
120,User_105,,Very good,5,0,4.556.10005,2024-12-18 12:23:30,,,4.556.10005,uber,0.0005499038379639387,0.9989873766899109,0.0004626167647074908,positive
121,User_106,,"I would have given even lesser rating if there was an option. When I booked a cab on my last ride, the final amount shown was 70 percent more than what was initially shown and there is no way to contact the customer support to sort it out. Initially it has shown 300 and I had to pay 524. I hope u respond uber",1,0,,2024-12-18 12:22:22,,,,uber,0.011846644803881645,0.0007407585508190095,0.9874125719070435,neutral
122,User_107,,Low price,5,0,4.556.10005,2024-12-18 12:19:39,,,4.556.10005,fare,0.001256835414096713,0.003946254029870033,0.9947969317436218,neutral
123,User_108,,"Awesome app, rides come quick and drivers are very efficient and polite, and puts the customers safety 1st.",5,0,4.556.10005,2024-12-18 12:19:19,,,4.556.10005,uber,0.0009436942054890096,0.9977655410766602,0.001290808548219502,positive
124,User_109,,Good experience,5,0,,2024-12-18 12:15:07,,,,experience,0.0005362934898585081,0.9990110397338867,0.00045263319043442607,positive
125,User_110,,Best,3,0,4.556.10005,2024-12-18 12:13:47,,,4.556.10005,uber,0.0006800556438975036,0.9988000392913818,0.000519897323101759,positive
126,User_111,,Satisfied with the service 👍,5,0,4.556.10005,2024-12-18 12:12:12,,,4.556.10005,experience,0.0007993236067704856,0.9964117407798767,0.0027890289202332497,positive
127,User_111,,Satisfied with the service 👍,5,0,4.556.10005,2024-12-18 12:12:12,,,4.556.10005,service,0.0012705217814072967,0.9902353882789612,0.00849404837936163,positive
128,User_112,,Most of the uber drivers in Guwahati are charging more than the prescribed rate shown by the app.,5,0,4.556.10005,2024-12-18 12:07:35,,,4.556.10005,uber,0.0028549963608384132,0.0013330322690308094,0.9958119988441467,neutral
129,User_113,,"Hannah was great. She went above and beyond to assist my aunt from the hospital. I am in Rochester, Michigan, and needed help for her. Kudos Hannah!!!!",5,0,4.556.10005,2024-12-18 12:05:23,,,4.556.10005,uber,0.0011345312232151628,0.9970749616622925,0.0017904906999319792,positive
130,User_114,,Quick and reliable,4,0,4.556.10005,2024-12-18 12:04:52,,,4.556.10005,uber,0.0006827284232713282,0.9966183304786682,0.0026989534962922335,positive
131,User_115,,good,5,0,4.556.10005,2024-12-18 12:02:27,,,4.556.10005,uber,0.0004890173440799117,0.9990625977516174,0.0004484532109927386,positive
132,User_116,,"Good app, quick response rate",4,0,4.556.10005,2024-12-18 11:58:22,,,4.556.10005,app,0.0005798289203085005,0.9989308714866638,0.000489252561237663,positive
133,User_117,,Nice app fastest pickup..,5,0,4.556.10005,2024-12-18 11:56:59,,,4.556.10005,app,0.0007237291429191828,0.9987748265266418,0.0005013194167986512,positive
134,User_117,,Nice app fastest pickup..,5,0,4.556.10005,2024-12-18 11:56:59,,,4.556.10005,destination,0.0006036700797267258,0.9989114999771118,0.00048489856999367476,positive
135,User_118,,Price jada ht,5,0,4.555.10003,2024-12-18 11:55:48,,,4.555.10003,fare,0.0008991259965114295,0.0032689315266907215,0.9958319067955017,neutral
136,User_119,,SUPAR,5,0,4.556.10005,2024-12-18 11:53:05,,,4.556.10005,uber,0.0009951958199962974,0.0016868335660547018,0.9973179697990417,neutral
137,User_120,,Good Service,5,0,,2024-12-18 11:51:39,,,,service,0.0005484950379468501,0.9990000128746033,0.00045146208140067756,positive
138,User_121,,Good service,4,0,4.556.10005,2024-12-18 11:50:50,,,4.556.10005,service,0.0005498403334058821,0.9989950060844421,0.0004551019810605794,positive
139,User_122,,Great,5,0,4.556.10005,2024-12-18 11:46:28,,,4.556.10005,uber,0.0006208833656273782,0.9989616870880127,0.0004174026835244149,positive
140,User_123,,Super ride,5,0,4.556.10005,2024-12-18 11:45:27,,,4.556.10005,ride,0.0013666076119989157,0.0027910221833735704,0.9958423972129822,neutral
141,User_124,,Far Better than rapido and indrive,5,0,4.556.10005,2024-12-18 11:42:04,,,4.556.10005,uber,0.0011915130307897925,0.9926989674568176,0.00610949844121933,positive
142,User_125,,Good,5,0,4.556.10005,2024-12-18 11:41:27,,,4.556.10005,uber,0.0005262465565465391,0.9990506768226624,0.0004230337217450142,positive
143,User_126,,He is a safe driving,5,0,4.528.10000,2024-12-18 11:35:51,,,4.528.10000,uber,0.0015782288974151015,0.005290525034070015,0.9931312203407288,neutral
144,User_127,,"No te aceptan los viajes y encima literal cada 5 minutos tenes que estar haciendo la verificación de documento y rostro, una cargada. Nisiquiera tiene la opción para acordar un precio con los conductores lo que lleva a que algunos viajes sean imposibles",1,0,4.556.10005,2024-12-18 11:33:41,,,4.556.10005,uber,0.0010019490728154778,0.0021189628168940544,0.9968791007995605,neutral
145,User_128,,The driver was very skill full.,4,0,4.556.10005,2024-12-18 11:30:44,,,4.556.10005,driver,0.0009316926007159054,0.0030829887837171555,0.9959853291511536,neutral
146,User_129,,Good service,5,0,4.556.10005,2024-12-18 11:29:05,,,4.556.10005,service,0.0005498403334058821,0.9989950060844421,0.0004551019810605794,positive
147,User_130,,Sober cab,5,0,4.555.10003,2024-12-18 11:26:47,,,4.555.10003,car,0.0009400269482284784,0.002396928146481514,0.9966630339622498,neutral
